cluster_id,cougar_id,type,collar_serial,n_points,radius,duration_h,form_date,inv_date,personnel,habitat,habitat2,canopy,carcass_found,species,how_id,sex,how_sex,age,how_age,est_age,cached,n_prey,n_piles,condition,parts,bite_wounds,hemorrhaging,fed_on,per_rem,feeding_use,marrow,drag_trail,length,kill_site,evidence_kill_site,consistent_date,confidence_cougar_kill,other_sign,scavenged,scavenged_by,kill_2,species,cached,notes,cache_photo,carcass_photo,bite_photo,hem_photo,drag_photo,kill_photo,coug_sign_photo,scav_sign_photo
SM6_S22-C19,SM06,current,44747,22,127,78,7/5/2022,7/10/2022,MP,deciduous,drainage,closed,Y,pig,head,UNK,,yearling,teeth,12-18 mo,previously,1,2,intact,1. Stomach cache 2. Carcass,Not vis,Not vis,Y,25-50,"Body cavity opened and consumed. Hind quarters and nech eaten. Some meat on front quarters, but has started to spoil",pink soft,N,,N,,Y,probable,"Feathers, birds present",Y,birds,N,,,Collected scat,Y,Y,N,N,N,N,N,N
SF9_S22-C26/27,SF09,Den,44744,,,,7/5/2022,7/15/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Den location. Thought it could be based on location and use patter. I approached cautiously and I heard kitten vocalizations from approx. 20 m away so I left the area.,N,N,N,N,N,N,N,N
SM6_S22-C20,SM06,current,44747,4,38,24,7/11/2022,7/13/2022,MP,riparian,,open,Y,elk,head and hooves,UNK,,neonate,teeth,,previously,1,2,intact,1. Carcass 2. Old cache with some GI remains,Y,Throat,Y,<25,Completely consumed. Scavenged by vultures,red soft,Y,10,N,,Y,positive,"Feathers, birds present",Y,birds,N,,,,N,Y,Y,Y,N,N,N,Y
SM6_S22-C21,SM06,current,44747,6,57,30,7/13/2022,7/16/2022,MP,riparian,,medium,Y,deer,head,F,,adult,teeth,6 yrs,none,1,1,intact,1. Carcass,Y,Back of neck,Y,25-50,"Body cavity opened. Rumen still inside, but intact. Hind quarters mostly consumed but much of front quarters remained.",pink hard,Y,15,N,,Y,positive,None,N,,N,,,Set camera,N,Y,Y,Y,Y,N,N,N
SF9_S22-C29,SF09,current,44744,4,113,9,7/19/2022,7/21/2022,MP,con/dec,,medium,Y,deer,head,F,no antlers,adult,,,currently,1,1,intact,Carcass,Not vis,Not vis,Y,50-75,"Body cavity opened, plucked hair",,N,,N,,Y,probable,Vultures present,Y,birds,N,,,"Identified kills, set camera and left. ",Y,Y,N,N,N,N,N,N
SF9_S22-C28,SF09,current,44744,18,143,132,7/19/2022,7/23/2022,MP,riparian,,medium,Y,deer,head,F,no antlers,fawn,teeth,,currently,1,3,intact,1. Carcass 2. Rumen 3. Fawn,Not vis,Not vis,Y,25-50,Body cavity opened and consumed. Plucked hair. Front and hind quarters remain,,Y,10,N,,Y,probable,None,N,,Y,deer_neonate,N,Did not want to overly disturb the site. Quick investigation. Unsuitable for camera.,Y,Y,N,N,N,N,N,N
SM6_S22-C23,SM06,current,44747,3,19,6,7/19/2022,7/21/2022,MP,riparian,chaparral,closed,Y,deer,hair,UNK,,UNK,,,none,1,1,dispersed,"Found rumen, hair, and bone fragments",Not vis,Not vis,Y,<25,Carcass missing/completely consumed,no long bones,Y,40,N,,Y,probable,Scat,Y,coyotes and pigs,N,,,"Rumen appears to be too large for a fawn, but can't locate carcass. Possible pigs and coyotes scavenged, scattered, and destroyed carcass.",N,Y,N,N,Y,N,N,Y
SM6_S22-C24,SM06,current,44747,3,29,6,7/20/2022,7/22/2022,MP,deciduous,drainage,medium,Y,pig,Head,F,genitals,adult,teeth,4+,none,1,1,intact,Carcass,Not vis,Back of neck,Y,50-75,Body cavity opened. Also two other entrance points at front shoulder and rear flank. Possibly from scavengers,clear gelatinous,Y,10,Y,"Disturbed ground, hair, end of drag",Y,probable,Feeding inconsistent with lion,Likely,birds,N,,,"Appears to be very old and poorly nourished. Hemorrhaging on neck could be blood pooling, but appeared to be due to injury. Likely predation but abandoned early. Set camera",N,Y,N,Y,Y,Y,N,N
SF9_W22-10-13,SF09,current,44744,29,196,105,10/13/2022,11/6/2022,MP,deciduous,,closed,Y,deer,antlers,M,antlers,adult,teeth,4.5 yrs,previously,1,2,intact,1. carcass 2. old cache,Not vis,Not vis,Y,<25,Completely consumed. Ribs and scapula chewed. Clipped hari,pink hard,Y,15,N,,Y,probable,scat,Y,birds,N,,,collected scat,N,Y,N,N,N,N,N,N
SF9_W22-10-21,SF09,current,44744,27,95,87,10/21/2022,11/10/2022,MP,riparian,,closed,Y,deer,hooves,UNK,,adult,"3 molars, well worn",5.5 yrs,previously,1,1,dispersed,"4 legs, jaw fragment, pelvis, hair",Not vis,Not vis,Y,<25,Compltely consumed,red soft,N,,N,,Y,probable,GPS points,Y,cougar,N,,,SM6 arrived 2 days after kill and stayed for one night. There was overlap in time at the kill.,N,Y,N,N,N,N,N,N
SM6_W22-10-23,SM06,current,44747,5,21,24,10/23/2022,11/10/2022,MP,riparian,,closed,Y,deer,hooves,UNK,,adult,"3 molars, well worn",5.5 yrs,previously,1,1,dispersed,"4 legs, jaw fragment, pelvis, hair",Not vis,Not vis,Y,<25,Compltely consumed,red soft,N,,N,,Y,scavenge,,,,N,,,SF9 made kill on 10/21. Was present through SM6 scavenging.,N,Y,N,N,N,N,N,N
SF9_W22-10-25,SF09,current,44744,15,156,45,10/25/2022,11/6/2022,MP,chaparral,,closed,Y,deer,hooves,UNK,,neonate,teeth,6 mo,none,1,1,dispersed,"2 legs, jaw and palate fragments, fur",Not vis,Not vis,Y,<25,Compltely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-10-28,SF09,current,44744,11,134,30,10/27/2022,11/4/2022,MP,deciduous,,closed,Y,deer,hooves,UNK,,neonate,teeth,6 mo,none,1,2,dismantled,"1. legs, ear, jaw 2. Rumen",Not vis,Not vis,Y,<25,"Completely consumed, rumen ruptured",red gelatinous,N,,N,,Y,probable,Ruptured rumen,Likely,,N,,,,N,Y,N,N,N,N,N,N
SM6_W22-C01,SM06,current,44747,8,29,51,10/29/2022,11/7/2022,MP,deciduous,drainage,medium,Y,pig,head,M,tusks,adult,3 molars,3 yrs,none,1,2,intact,1. whole carcass 2. GI tract,Not vis,Not vis,Y,<25,"GI removed, completely consumed",white waxy,N,,N,,Y,probable,None,Likely,,N,,,Jim visited last week and carcass appears to have moved and been scavenged since.,N,Y,N,N,N,N,N,N
SF9_W22-C01,SF09,current,44744,4,61,24,10/31/2022,11/6/2022,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,teeth,6 mo,none,1,1,dismantled,"4 legs, palate, lower jaw, fur scapula rumen contents",Not vis,Not vis,Y,<25,"Compltely consumed, clipped hair, chewed scapula",red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_W22-C02,SM06,current,44747,4,101,9,11/1/2022,11/4/2022,MP,deciduous,chaparral,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Dispersed points in unlikely feeding locations,N,N,N,N,N,N,N,N
SF9_W22-C02,SF09,current,44744,30,79,91,11/2/2022,11/5/2022,MP,con/dec,,medium,Y,deer,antlers,M,antlers,adult,antlers,,previously,1,2,intact,"1. carcass, 2. old cache sites",,,Y,<25,"Mostly consumed, some meat remains on neck and ribs.",red soft,Y,15,Y,"disturbed ground, end of drag trail",Y,probable,None,N,,N,,,Set camera and left. SF9 was in the area and I saw one kitten run up the hill.,Y,Y,N,N,N,N,N,N
SF9_W22-C03,SF09,current,44744,19,75,63,11/7/2022,11/8/2022,MP,chaparral,,closed,Y,deer,head,F,no antlers,adult,"3 molars, well worn",5.5 yrs,none,1,1,intact,whole carcass,Not vis,Not vis,Y,25-50,"GI removed, hind quarters mostly eaten, some meat on front quarters",pink hard,N,,N,,Y,probable,None,N,,N,,,Set camera and left. Cam at entrance point to shrubs because couldn’t set on kill.,N,Y,N,N,N,N,N,N
SM6_W22-C03,SM06,current,44747,9,130,36,11/7/2022,11/9/2022,MP,deciduous,,closed,Y,pig,head,UNK,,fawn,teeth,6 mo,previously,1,1,dispersed,"head, jaw, stomach, 2 legs, all relatively scattered",Not vis,Not vis,Y,<25,"Stomach removed, completely consumed",no long bones,N,,N,,Y,probable,None,Likely,,N,,,SM6 still in area. Scattered parts indicate scavenging.,N,Y,N,N,N,N,N,N
SF9_W22-C04,SF09,current,44744,21,71,78,11/9/2022,11/12/2022,MP,riparian,,closed,Y,elk,head and hooves,UNK,,neonate,1 molar,6 mo,currently,1,2,intact,1. whole carcass 2. rumen,Not vis,Rostrum,Y,25-50,,red hard,Y,15,N,,Y,probable,None,N,,N,,,Did not look closely to not disturb cache. Set camera and left,N,Y,N,N,N,N,N,N
SM6_W22-C04,SM06,current,44747,3,7,6,11/10/2022,11/13/2022,MP,chaparral,deciduous,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Tight cluster on top of small ridge,N,N,N,N,N,N,N,N
SM6_W22-C06,SM06,current,44747,27,124,87,11/13/2022,11/16/2022,MP,chaparral,,closed,Y,pig,head,F,genitals,adult,3 molars,3 yrs,currently,1,2,intact,1. scat 2. whole carcass,Y,throat,Y,<25,"Body cavity opened. All major muscle consumed. Organs, hide, and some bone remain. Long bones broken, ribs clipped.",white waxy,Y,15,N,,Y,positive,None,N,,N,,,SM6 still in area when arrived. Collected scat. Didn't set camera because of remote location.,Y,Y,Y,Y,N,N,N,N
SM6_W22-C05,SM06,current,44747,3,5,6,11/13/2022,11/13/2022,MP,chaparral,exposed upland,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Exposed rocky ridge seems like resting area,N,N,N,N,N,N,N,N
SF9_W22-C05,SF09,current,44744,4,112,9,11/13/2022,11/14/2022,MP,con/dec,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SF9_W22-C06,SF09,current,44744,3,92,18,11/14/2022,11/18/2022,MP,exposed upland,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. On rocky exposed ridge. 2 pt cluster that was near location from previous day.,N,N,N,N,N,N,N,N
SM6_W22-C07,SM06,current,44747,4,49,9,11/17/2022,11/18/2022,MP,chaparral,deciduous,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Likely resting after finishing last cluster.,N,N,N,N,N,N,N,N
SF9_W22-C07,SF09,current,44744,21,75,75,11/18/2022,11/20/2022,MP,deciduous,,medium,Y,deer,antlers,M,antlers,adult,ligual dentine = enamel on 3rd molar,4.5 yrs,previously,1,3,intact,1. carcass 2. cached rumen 3. cached scat,Y,throat,Y,<25,"All that remains is neck, head, spine, and long bones. Ribs clipped, hair clipped, rumen removed.",red soft,N,,N,,Y,positive,scat,Y,coyote,N,,,Coyote scavenging at carcass when arrived. Lack of drag and disturbed ground indicates kill may have occurred at same location.,Y,Y,Y,Y,N,N,N,Y
SM6_W22-C08,SM06,current,44747,9,33,78,11/20/2022,11/21/2022,MP,chaparral,,closed,Y,pig,head,M,genitals,adult,size,2 yrs,none,1,1,intact,1. whole carcass,Y,throat,Y,>75,Body cavity opened and GI removed. All else remains,,,,,,Y,positive,None,N,,N,,,SM6 still in area. Set camera and left,N,Y,N,N,N,N,N,N
SF9_W22-C08,SF09,current,44744,22,170,63,11/21/2022,11/23/2022,MP,deciduous,drainage,open,Y,deer,head,F,no antlers,neonate,1 molar,6 mo,currently,1,2,intact,1. whole carcass 2. rumen,Not vis,Not vis,Y,<25,Mostly consumed except front quarters. Ribs clipped.,pink hard,N,,N,,Y,probable,scat,Y,coyote,N,,,Saw SF9 leaving kill. Set camera and left.,N,Y,N,N,N,N,N,N
SM6_W22-C09,SM06,current,44747,3,62,6,11/22/2022,11/24/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found tracks and several scrapes. No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SM6_W22-C10,SM06,current,44747,3,6,6,11/24/2022,11/24/2022,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found obvious resting location. No evidence of kill or feeding. SM6 leaving area.,N,N,N,N,N,N,N,N
SM6_W22-C11,SM06,current,44747,4,176,24,11/26/2022,11/27/2022,MP,grass,,open,Y,pig,head,M,genitals,yearling,2 molars,12- 18 mo,currently,1,1,intact,1. whole carcass,Y,throat,Y,>75,"Body cavity opened, ribs clipped, organs consumed, large muscle groups remain.",,N,,Y,"Blood, no drag",Y,positive,None,N,,N,,,Set camera and left,Y,Y,Y,Y,N,N,N,N
SF9_W22-C09,SF09,current,44744,8,48,21,11/27/2022,11/28/2022,MP,chaparral,,closed,Y,deer,hooves,UNK,,neonate,1 molar,6 mo,none,1,3,dispersed,"1. fur and one leg, 2. two legs, jaw bone, 3. rumen",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,"Vulture present, ruptured rumen, scattered",Y,vultures,N,,,,N,N,N,N,N,N,N,N
SM6_W22-C12,SM06,current,44747,3,52,6,11/27/2022,11/28/2022,MP,deciduous,drainage,medium,Y,pig,head,F,genitals,yearling,2 molars,12-18 mo,currently,1,3,intact,1. carcass 2. stomach 3. old cache site,Not vis,Not vis,Y,<25,"Body cavity opened, ribs clipped, stomach removed and cached. All large muscle groups consumed.",white waxy,Y,10,N,,N,scavenge,cougar,Likely,cougar,N,,,"Patterns indicate killed by cougar, but too consumed and too old to match SM6 timing. Likely scavenged from another cougar.",Y,Y,N,N,N,N,Y,N
SF9_W22-C10,SF09,current,44744,32,157,135,11/30/2022,12/1/2022,MP,deciduous,riparian,closed,Y,deer,head,M,antlers,adult,,,none,1,1,intact,1. carcass,,,N,100,"Hair plucked, but no feeding yet",,Y,10,Y,"End of drag, disturbed soil",Y,probable,None,N,,N,,,Set camera and left,N,Y,N,N,N,N,N,N
SM6_W22-C15,SM06,current,44747,3,9,6,12/7/2022,12/8/2022,MP,chaparral,drainage,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Plenty of lion tracks and pig sign,N,N,N,N,N,N,Y,N
SM6_W22-C16,SM06,current,44747,26,39,81,12/8/2022,12/11/2022,MP,chaparral,,closed,Y,pig,head,F,genitals,fawn,1 molar,6 mo,none,1,3,intact,"1. carcass, 2. scat, 3. scat",Y,throat,Y,<25,"Completely consumed except head, hike, lower legs. GI removed",white waxy,N,,N,,Y,probable,None,N,,N,,,Collected two scats. SM6 in area.,N,Y,Y,N,N,N,Y,N
SM6_W22-C17,SM06,current,44747,3,20,6,12/14/2022,12/14/2022,MP,con/dec,,medium,Y,beaver,it's a beaver,F,genitals,,,,none,1,1,intact,1. whole carcass,Y,throat,Y,<25,"All but head, hide, tail, and legs consumed. Rumen removed",,N,,N,,Y,probable,Vultures present,N,vultures,N,,,,N,Y,Y,Y,N,N,N,N
SM6_W22-C20,SM06,current,45771,4,86,9,12/20/2022,12/23/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. May have missed something small,N,N,N,N,N,N,N,N
SM6_W22-C21,SM06,current,45771,3,83,6,12/22/2022,1/1/2023,MP,chaparral,,closed,Y,pig,hair,UNK,,fawn,hair color and size,6 mo,none,1,1,dispersed,"hair, intestines",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,scat,Y,coyotes,N,,,"Only found hair and some intestines. Rest likely scattered by coyotes. Estimating age based on length of cluster, hair size and color",N,N,N,N,N,N,N,N
SF9_W22-C13,SF09,current,44746,33,369,180,12/23/2022,1/1/2023,MP,riparian,,closed,Y,deer,head,F,no pedicles,adult,molar 1 dentine = enamel,2.5,previously,1,1,dismantled,Carcass,Not vis,Not vis,Y,<25,Completely Consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-C12,SF09,current,44746,21,137,222,12/23/2022,1/3/2023,MP,deciduous,,closed,Y,deer,hooves,UNK,,fawn,1 molar,,none,1,1,dismantled,"4 legs, pelvis, jaw, skull, hair, ruptured rumen",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,ruptured rumen,Likely,birds,N,,,Appears to have been killed night of 12/31. Very minor part of larger cluster of a weeks worth of day points,N,Y,N,N,N,N,N,N
SM6_W22-C22,SM06,current,45771,5,27,12,12/26/2022,1/3/2023,MP,deciduous,chaparral,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SF9_W22-C14,SF09,current,44746,15,41,42,12/27/2022,1/1/2023,MP,deciduous,,closed,Y,deer,head,F,no pedicles,adult,molar 3 dentine = enamel,4.5,previously,1,4,dismantled,1. carcass 2. coyote remains 3. scat 4. scat,Not vis,Not vis,Y,<25,"Completely consumed. Plucked hair, ruptured rumen",pink hard,N,,N,,Y,probable,ruptured rumen,Y,birds,Y,coyote,Y,Coyote remains likely older than kill. Tough to tell with rain. Also found single upper jaw fragment of 18 month old deer that also appeared older than kill. Collected two scats,N,Y,N,N,N,N,N,N
SF9_W22-C15,SF09,current,44746,5,58,12,12/29/2022,1/1/2023,MP,deciduous,drainage,medium,Y,deer,head,F,no pedicles,fawn,1 molar,7 mo,none,1,1,intact,carcass,Not vis,Not vis,Y,<25,"head, legs, hide remain. Rumen removed",red soft,N,,N,,Y,probable,Ruptured rumen,Likely,birds,N,,,,N,Y,N,N,N,N,N,N
SM6_W22-C23,SM06,current,45771,6,42,27,12/29/2022,1/1/2023,MP,deciduous,,medium,Y,pig,head,UNK,,fawn,1 molar,6-12 mo,none,1,2,dispersed,1. stomach (w/ corn) 2. head,Not vis,Not vis,Y,<25,Compltely consumed,no long bones,N,,N,,Y,probable,feathers,Y,birds,N,,,,N,Y,N,N,N,N,N,N
SM6_W22-C25,SM06,current,45771,5,86,21,12/31/2022,1/2/2023,MP,grass,,open,Y,deer,head,F,no pedicles,adult,2nd molar dentine = enamel,3.5,none,1,1,intact,"carcass, ruptured rumen",Not vis,Not vis,Y,<25,"Completely consumed, rumen removed, plucked hair.",red gelatinous,N,,N,,Y,probable,tracks,Y,pigs,N,,,Abundant fresh pig tracks paired with short feeding time for prey size suggest significant scavenging by pigs.,N,Y,N,N,N,N,N,Y
SF9_W22-C16,SF09,current,44746,6,30,42,12/31/2022,1/2/2023,MP,deciduous,grass,medium,Y,deer,hooves,UNK,,fawn,1 molar,,previously,1,1,dismantled,Carcass,Not vis,Not vis,Y,<25,"Completely consumed. Plucked hair, ruptured rumen",red gelatinous,N,,N,,Y,probable,tracks,Y,coyote,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-C18,SF09,current,44746,4,22,9,1/2/2023,1/3/2023,MP,grass,,open,Y,deer,head,F,no pedicles,,,,currently,1,1,intact,whole carcass,Not vis,Not vis,Y,25-50,Body cavity opened and mostly consumed.,white waxy,N,,N,,Y,probable,scat,Y,coyote,N,,,SF9 present. Took pictures and immediately left to minimze disturbance.,Y,Y,N,N,N,N,N,N
SF9_W22-C17,SF09,current,44746,3,112,6,1/2/2023,1/3/2023,MP,deciduous,grass,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appears to be in transit. No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SM6_W22-C26,SM06,current,45771,3,17,6,1/3/2023,1/6/2023,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W22-C19,SF09,current,44746,7,106,24,1/3/2023,1/6/2023,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly day points from C18. No evidnce of kill or feeding.,N,N,N,N,N,N,N,N
SF9_W22-C20,SF09,current,44746,6,89,30,1/4/2023,1/7/2023,MP,con/dec,grass,open,Y,deer,hooves,UNK,,fawn,1 molar,,none,1,1,dismantled,"legs, pelvis, jaw, fur, ruptured rumen",Not vis,Not vis,Y,<25,Completely consumed. Rumen ruptured,red gelatinous,N,,N,,Y,probable,ruptured rumen,Likely,birds,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-C21,SF09,current,44746,5,41,21,1/6/2023,1/8/2023,MP,chaparral,,closed,Y,coyote,teeth,UNK,,adult,teeth,,none,1,1,dismantled,"head, tail, legs, fur",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_W22-C27,SM06,current,45771,15,108,42,1/6/2023,1/18/2023,MP,con/dec,drainage,medium,Y,pig,head,UNK,,fawn,1 molar,6-12 mo,none,1,2,dispersed,1. head 2. stomach,Not vis,Not vis,Y,<25,Compltely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,Site disturbedd by flowing water,N,Y,N,N,N,N,N,N
SF9_W22-C22,SF09,current,44746,3,73,12,1/7/2023,1/20/2023,MP,chaparral,drainage,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Had just passed by previous day bed.,N,N,N,N,N,N,N,N
SF9_W22-C23,SF09,current,44746,8,83,45,1/8/2023,1/13/2023,MP,grass,,open,Y,deer,hooves,F,no pedicles,adult,3rd molar dentine = enamel,4.5,previously,1,3,dismantled,"1. carcass 2. head, jaw, fur 3. Rumen, old cache",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,scat and tracks,Y,pigs and birds,N,,,Pig tracks around carcass that are fresher than the kill and likely from after cat left the kill,N,N,N,N,N,N,N,N
SM6_W22-C28,SM06,current,45771,9,58,33,1/8/2023,1/13/2023,MP,chaparral,riparian,closed,Y,pig,hair,UNK,,fawn,,,none,1,2,dispersed,1. stomach contents 2. scat,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,scat,Likely,coyote,N,,,"Collected scat. Failed to find carcass. Only stomach contents. Location, appearance of stomach contents, hair in scat, and limited remains indicate was likely a young pig. Rising lake may have submerged other remains.",N,N,N,N,N,N,N,N
SM6_W22-C29,SM06,current,45771,4,23,9,1/9/2023,1/13/2023,MP,deciduous,,medium,Y,deer,hooves,F,no pedicles,fawn,1 molar,,none,1,2,dispersed,"1. front legs, skull, jaw, hide 2. Rumen",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,scat,Y,birds,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-C25,SF09,current,44746,16,159,48,1/10/2023,1/13/2023,MP,deciduous,drainage,medium,Y,deer,head,F,no pedicles,yearling,Tricuspid + all molars,,previously,1,3,dismantled,1. carcass + rumen 2. scat 3. scat,Not vis,throat,Y,<25,Completely consumed,red hard,N,,N,,Y,positive,None,N,,N,,,Collected 2 scats,N,Y,N,N,N,N,N,N
SM6_W22-C30,SM06,current,45771,17,75,48,1/12/2023,1/18/2023,MP,chaparral,drainage,medium,Y,pig,head,UNK,,fawn,1 molar,6-12 mo,none,1,2,dispersed,1. head 2. stomach,Not vis,Not vis,Y,<25,Compltely consumed,no long bones,N,,N,,Y,probable,scat,Y,coyote,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-C26,SF09,current,44746,9,78,75,1/12/2023,1/18/2023,MP,deciduous,drainage,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found 1 dead quail and remains of another, but didn't seem to match timing of cluster. May have missed small prey item. 78 duration miseads because of passing through area again.",N,N,N,N,N,N,N,N
SF9_W22-C27,SF09,current,44746,15,185,48,1/15/2023,1/18/2023,MP,chaparral,drainage,medium,Y,deer,head,M,pedicles,yearling,tricuspid + all molars,,previously,1,1,intact,1. carcass and ruptured rumen,Not vis,Not vis,Y,<25,Compltely consumed,red soft,N,,N,,Y,probable,ruptured rumen,Likely,birds,N,,,,N,Y,N,N,N,N,N,N
SM6_W22-C32,SM06,current,45771,10,102,27,1/18/2023,1/19/2023,MP,chaparral,,medium,Y,pig,head,F,genitals,fawn,1 molar,6-12 mo,none,1,1,intact,whole carcass,Not vis,throat,Y,<25,"Plucked hair. Body cav opened. Ribs, spine, and internal organs eaten. Rear quarters remain. Had basically turend the whole thing inside out.",no long bones,N,,N,,Y,positive,None,N,,N,,,Scrape and daybed found. SM6 in area,N,Y,N,N,N,N,N,N
SF9_W22-C28,SF09,current,44746,12,39,44,1/19/2023,1/20/2023,MP,con/dec,drainage,open,Y,deer,head,F,no pedicles,adult,3 well worn molars,5.5,currently,1,1,intact,whole carcass and removed rumen,Y,throat,Y,25-50,Plucked hair. Body cavity opened. Ribs eaten. Front and hind quarters mostly remain,,N,,N,,Y,positive,None,N,,N,,,Set camera and left to minimize disturbance,Y,Y,N,N,N,N,N,N
SF9_W22-C29,SF09,current,44746,5,45,12,1/21/2023,1/24/2023,MP,exposed upland,chaparral,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exposed ridge. Found day bed but no evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W22-C30,SF09,current,44746,4,24,12,1/22/2023,1/24/2023,MP,chaparral,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Found bed. Mostly day points,N,N,N,N,N,N,N,N
SM6_W22-C33,SM06,current,45771,8,40,42,1/23/2023,1/24/2023,MP,chaparral,,closed,Y,pig,head,M,genitals,fawn,1 molar,6-12 mo,currently,1,2,intact,1. carcass 2. stomach,Y,throat,Y,25-50,"Body cav opened, stomach removed, ribs and hind quarters eaten, front quarters remain",pink soft,Y,15,Y,"hair, disturbed ground, end of drag",Y,positive,None,N,,N,,,,N,Y,Y,Y,N,N,N,N
SF9_W22-C31,SF09,current,44746,3,15,46,1/23/2023,1/31/2023,MP,chaparral,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W22-C32,SF09,current,44746,14,54,115,1/24/2023,1/26/2023,MP,riparian,,closed,Y,deer,head,F,no pedicles,adult,2nd molar dentine = enamel,3.5,none,1,1,intact,1. carcass,Not vis,Not vis,Y,<25,"Stomach removed, completely consumed",red soft,Y,10,N,,Y,probable,tracks and ruptured rumen,Likely,coyote,N,,,,N,Y,N,N,N,N,N,N
SF9_W22-C33,SF09,current,44746,17,28,54,1/28/2023,1/31/2023,MP,chaparral,,closed,Y,deer,head,F,no pedicles,adult,3rd molar dentine = enamel,4.5,none,1,1,intact,"1.Whole carcass, ruptured rumen",Not vis,Not vis,Y,<25,Completely consumed,red soft,Y,15,N,,Y,probable,ruptured rumen,Likely,coyote and birds,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C02,SF09,current,44746,3,12,6,4/30/2023,5/10/2023,MP,con/dec,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May have missed something small since 10+ days old and at time of fawns dropping,N,N,N,N,N,N,N,N
SF9_S23-C04,SF09,current,44746,6,22,18,5/4/2023,5/10/2023,MP,deciduous,exposed upland,medium,Y,elk,hooves and teeth,UNK,,neonate,no molars,,none,1,1,dispersed,"3 legs, jaw, fur, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,feathers,Y,birds,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C05,SF09,current,44746,5,54,33,5/5/2023,5/10/2023,MP,riparian,,closed,Y,elk,head,UNK,,neonate,no molars,,previously,1,1,dismantled,"head, four legs, fur",Not vis,Back of neck,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,scat,Y,birds,N,,,"Plenty of lion tracks, likely still has kittens",N,Y,N,N,N,N,N,N
